URL;Titre;Chapeau;Mouvement;Date de début;Date de fin;Nom du lieu;Adresse du lieu;Code postal;Ville;Coordonnées géographiques;Accès PMR;Accès mal voyant;Accès mal entendant;Transport;Nom de contact;Téléphone de contact;Email de contact;Type d'accès;URL de réservation;Téléphone de réservation;Email de réservation;Type de prix;Détail du prix;Image de couverture;URL de l'image;
https://quefaire.paris.fr/115972/for-ever-play;For Ever Play;Cette exposition monographique est une restrospective de l’œuvre du Maestro Asdrúbal Colmenárez appartenant à la vague d’artistes d’Amérique latine, arrivés à Paris dans les années 1960, qui ont participé à la diffusion de l’Art cinétique. Retrouvez la dès la réouverture du musée au printemps 2021.;Art Contemporain;2021-05-19T10:00:00+02:00;2021-12-31T19:00:00+01:00;Musée en herbe;23, rue de l'Arbre-Sec;75001;Paris;48.8601163,2.3421441;0;0;0;1 : Louvre - Rivoli (95m);Musée en herbe;;;conseillee;https://www.weezevent.com/visite-libre-forever-play;;;Payant;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/e7e98c2bc7dc5937e63e084dff1c45b2;https://cdn.paris.fr/qfap/2021/05/04/79023_QVNEUlVCQUwtU0xJREUtUFJJTlRFTVBTIDEyMDB4NDMyLmpwZw==.jpg;
https://quefaire.paris.fr/115908/poeme-pour-demain-adam-w-pugliese;Poème Pour Demain – Adam W. Pugliese;"Installation paysagiste dans le cadre de la 4e édition du festival ""Jardins du monde en mouvement""";Art Contemporain;2021-05-06T09:00:00+02:00;2021-11-04T18:00:00+01:00;Fondation suisse;7K Boulevard Jourdan;75014;Paris;48.8195400074,2.34241998864;1;0;0;7 : Maison Blanche (1204m);;;;libre;;144161016;;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/dd87ea74daec8f5d7313f443acd4c7fd;https://cdn.paris.fr/qfap/2021/05/06/79091_UFBEX3J2YjYwMF9DYXJyZV9wZXRpdC5qcGc=.jpg;
https://quefaire.paris.fr/122079/evenement-simply-sitting-working-together;Événement / Simply Sitting, Working Together;Un parcours de visites et de rencontres dans le cadre du festival “Les Traversées du Marais”;Art Contemporain;2021-09-04T18:00:00+02:00;2021-09-04T21:00:00+02:00;Cité internationale des arts;18, rue de l’Hôtel de Ville;75004;Paris;48.8542645112,2.35614351639;0;0;0;7 : Pont Marie (143m);Cité internationale des arts;142787172;contact@citedesartsparis.fr;libre;;;;Gratuit;Visible depuis l’extérieur;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/cf65d892e9d216866ed9c6f2cef55937;https://cdn.paris.fr/qfap/2021/08/20/84036_U2ltcGx5IHNpdHRpbmcgd29ya2luZyB0b2dldGhlci5qcGc=.jpg;
https://quefaire.paris.fr/114530/des-images-et-des-hommes-bamiyan-20-apre-s;Des Images Et Des Hommes  - Bamiyan 20 AprèS.;Une exposition événement au Musée Guimet.;Histoire;2021-05-19T10:00:00+02:00;2021-10-18T18:00:00+02:00;Musée des arts asiatiques Guimet;6 place d' Iena;75016;Paris;48.864803,2.293913;0;0;0;9 : Iéna (22m);Musée Guimet;;;conseillee;;;;Payant;8,50 - 11,50 €;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/88ea82b353411a8a2af1b9d4d93808c7;https://cdn.paris.fr/qfap/2021/02/08/77350_RXh0cmFpdCBwYW5vcmFtaXF1ZSBkZSBsYSBmYWxhaXNlIGRlIEJhzIJtaXlhzIJuIDIuIMKpIENvdXJ0ZXN5IFBhc2NhbCBDb252ZXJ0LCBHYWxlcmllIEVyaWMgRHVwb250LmpwZw==.jpg;
https://quefaire.paris.fr/113186/exposition-tempetes-et-naufrages-de-vernet-a-courbet;Tempêtes Et Naufrages. De Vernet À Courbet;Le musée de la Vie romantique invite à découvrir une thématique emblématique et fascinante de la première moitié du XIXe siècle et l’une des plus puissantes sources d’inspiration de l’univers romantique : les tempêtes et naufrages.;Romanticism;2021-05-19T10:00:00+02:00;2021-09-12T18:00:00+02:00;Musée de la Vie romantique, Hôtel Scheffer-Renan;16 rue Chaptal;75009;Paris;48.881099,2.333448;0;0;0;2 : Blanche (312m);Musée de la Vie romantique;01 71 19 24 03;;conseillee;https://museevieromantique.paris.fr/fr/votre-visite;;;Payant;Tarif plein 9€;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/ba53f684891bb6b94dfe235832184b3e;https://cdn.paris.fr/qfap/2020/09/24/74427_bGVzIGJyaXNhbnRzIGh1ZXQuSlBH.jpg;
https://quefaire.paris.fr/113820/dali-l-enigme-sans-fin;Dalí, L’Énigme Sans Fin;L’Atelier des Lumières s’illumine des oeuvres célèbres et singulières de Salvador Dalí. L’exposition immersive « Dalí, l’énigme sans fin » revient sur plus de 60 années créatrices du maître catalan qui a parcouru et inventé plusieurs styles artistiques.;Surrealism;2021-05-19T11:00:00+02:00;2022-01-02T19:00:00+01:00;Atelier des Lumières;38 rue Saint Maur;75011;Paris;48.8615497333,2.38076360811;0;0;0;3 : Rue Saint-Maur (339m);Atelier des Lumières;;;reservation;https://atelier-lumieres.tickeasy.com/fr-FR/accueil;;;Payant;12 - 15 €;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/03ebc5f51ca9fa7631cf6a01bddf2519;https://cdn.paris.fr/qfap/2020/12/22/76488_Mi3CqSBTYWx2YWRvciBEYWxpzIEsIEZ1bmRhY2lvzIEgR2FsYS1TYWx2YWRvciBEYWxpzIEsIEFEQUdQIDIwMjAgc2ltdWxhdGlvbiDCqSBDdWx0dXJlc3BhY2VzIF9OdWl0IGRlIENoaW5lLmpwZw==.jpg;
https://quefaire.paris.fr/120661/exposition-a-corps-et-a-cris;"Exposition; À Corps Et À Cris";À corps et à cri est une exposition collective de six artistes sur le thème de l'expression du corps dans tout ses états.;Beaux-Arts;2021-08-24T14:00:00+02:00;2021-08-29T20:00:00+02:00;Galerie du Génie de la Bastille;126 rue de Charonne;75011;Paris;48.8550200168,2.38693996444;0;0;0;9 : Charonne (125m);;;;libre;;;;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/80d3c5f12ba6d3510a6e5fd61119bd2e;https://cdn.paris.fr/qfap/2021/07/23/83316_YS1jb3Jwcy1ldC1hLWNyaXMtMjAyMTA3MTIxNDQ4NTYuanBn.jpg;
https://quefaire.paris.fr/117548/antique-quantique-dali-paris-invite-leo-caillard;Antique Quantique - Dali Paris Invite Léo Caillard;En invitant Léo Caillard, dont l’œuvre s’est originellement fait remarquer par la transformation de statues antiques en véritables preppies, Dali Paris souhaite initier un dialogue sur l’héritage antique et sur la manière dont il perdure à travers les siècles, comme ces Vénus soumises aux distorsions morphologiques.;Art Contemporain;2021-06-09T11:00:00+02:00;2021-09-26T17:00:00+02:00;Dali Paris;11, rue Poulbot;75018;Paris;48.8865000144,2.33979997334;0;0;0;12 : Abbesses (244m);Dali Paris;142644010;pascal.gauzes@daliparis.com;conseillee;https://billetterie.daliparis.com/index-css5-daliparis-pg1.html;142644010;pascal.gauzes@daliparis.com;Payant;Plein tarif : 13€;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/40595d0786e1b27198d895e36dabe3a5;https://cdn.paris.fr/qfap/2021/06/08/80462_YmFubmnDqHJlIGxpbmtlZGluLmpwZw==.jpg;
https://quefaire.paris.fr/121487/discussion-avec-hossein-valamanesh;Discussion Avec Hossein Valamanesh;A l’occasion de sa première exposition personnelle en Europe, Hossein Valamanesh échange avec Leili Anvar et Morad Montazami, membres du comité scientifique du projet.;Art Contemporain;2021-09-24T19:30:00+02:00;2021-09-24T21:00:00+02:00;Institut des Cultures d'Islam;19 rue Léon;75018;Paris;;0;0;0;Métro 4 Château Rouge;Institut des Cultures d'Islam;;communication@ici.paris;reservation;https://www.institut-cultures-islam.org/agenda/rencontre-autour-de-loeuvre-dhossein-valamanesh/;;;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/a52551354e90489359f4a20761e96672;https://cdn.paris.fr/qfap/2021/08/02/83595_Q09ORi1UUl9IT1NTRUlOLmpwZw==.jpg;
https://quefaire.paris.fr/119746/exposition-d-une-uvre-d-yvan-salomone-ateliers-rencontre;Exposition D'Une Œuvre D'Yvan Salomone, Ateliers, Rencontres;Exposition de l'aquarelle Loilittoral d’Yvan Salomone, prêtée par le Fonds d’art Contemporain ­ - Paris collections, du 1er octobre au 15 décembre et différents rendez-vous pour découvrir le travail de l'artiste.;Art Contemporain;2021-10-02T15:30:00+02:00;2021-12-02T16:30:00+01:00;Médiathèque Marguerite Duras;115, rue de Bagnolet;75020;Paris;48.859919,2.40342;0;0;0;3 : Porte de Bagnolet (600m);médiathèque Marguerite Duras;01 55 25 49 10;mediatheque.marguerite-duras@paris.fr;reservation;;155254910;mediatheque.marguerite-duras@paris.fr;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/720d30cc5d04dfc7c6b00b847f97148e;https://cdn.paris.fr/qfap/2021/07/03/82067_WXZhbiBTYWxvbW9uZSAyMDEyIDM5MDIwODIwMTMzMzggZW4gdnVlLmpwZw==.jpg;
https://quefaire.paris.fr/120574/animal-art-paris-2021;Animal Art Paris 2021;La 10è édition du Salon International des Artistes animaliers ANIMAL ART PARIS aura lieu du 19 au 21 novembre 2021 dans les salons de réception de l'Hippodrome d'Auteuil (Paris 16).;Beaux-Arts;2021-11-19T11:00:00+01:00;2021-11-21T19:00:00+01:00;Tribunes de Hippodrome d'Auteuil;route d'Auteuil aux Lacs;75016;Paris;48.8524664844,2.25502538655;0;0;0;10 : Porte d'Auteuil (555m);Sofrexpo;664381062;contact@sofrexpo.com;reservation;;;contact@animalartparis.com;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/e4bcffc5fec37fcf90868afa02b5ff0d;https://cdn.paris.fr/qfap/2021/07/12/82872_MTQ4MDA0Nzk0XzM3NDk5NTAwNjUwODE4MjdfMTgzMDI0MDMxNDgwNTE2MTA3Nl9uLmpwZw==.jpg;
https://quefaire.paris.fr/117257/daniela-capaccioli;Daniela Capaccioli;Formes de l'Invisible;Art Contemporain;2021-05-31T09:00:00+02:00;2021-10-01T20:00:00+02:00;Parc Floral de Paris;Route de la Pyramide;75012;Paris;48.838749,2.442795;0;0;0;1 : Château de Vincennes (686m);;;;libre;;;;Gratuit;Entre du parc Floral payante;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/26e317816c9afae9bda9abb2bc731c0a;https://cdn.paris.fr/qfap/2021/06/02/80157_RFNDXzM5MjQuSlBH.jpg;
https://quefaire.paris.fr/117512/les-passants;Les Passants;L’artiste installé depuis 25 ans en France, mais partage sa vie entre la France et la Serbie. Ce double ancrage, cette ubiquité font de lui un passeur entre deux pays, deux langues, deux cultures mais aussi un passant qui observe d’un regard à la fois bienveillant et distancié  les deux villes où il réside alternativement et  leurs habitants.;Beaux-Arts;2021-06-18T11:30:00+02:00;2021-08-31T19:30:00+02:00;Centre culturel de Serbie;123 rue Saint Martin;75004;Paris 4e;48.861103,2.351427;0;0;0;11 : Rambuteau (155m);Centre culturel de Serbie;142725050;bojana.cuca@ccserbie.com;libre;;;;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/37a9d66b041918ef7a11b3ce3cf86a10;https://quefaire-api.paris.fr/images/66805;
https://quefaire.paris.fr/116219/henri-cartier-bresson-revoir-paris;Henri Cartier-Bresson - Revoir Paris;Pour sa première exposition après réouverture, le musée Carnavalet – Histoire de Paris s’associe avec la Fondation Henri Cartier-Bresson pour mettre en lumière l’importance de Paris dans la vie et l’oeuvre d’Henri Cartier-Bresson, l’un des plus grands photographes français du XXe siècle.;Histoire;2021-06-15T10:00:00+02:00;2021-10-31T18:00:00+01:00;Musée Carnavalet - Histoire de Paris;23 rue de Sévigné;75003;Paris;48.8570499881,2.36283998115;0;0;0;1 : Saint-Paul (265m);Musée Carnavalet;;;libre;;;;Payant;9 - 11€;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/b4ead219f42dca5225c6cc99d045d7f7;https://cdn.paris.fr/qfap/2021/05/26/79854_U291cyBsZSBtZcyBdHJvIGFlzIFyaWVuLCBCb3VsZXZhcmQgZGUgbGEgQ2hhcGVsbGUsIDE5NTEuanBn.jpg;
https://quefaire.paris.fr/99087/musees-dessines-une-exposition-de-christelle-tea;Musées Dessinés, Une Exposition De Christelle Téa;"Le musée Cognacq-Jay présente l'exposition ""Musées dessinés"", qui rassemble un corpus d'une quarantaine de dessins réalisés sur le vif par Christelle Téa dans les musées de la Ville de Paris.";Art Contemporain;2021-09-09T10:00:00+02:00;2022-01-02T18:00:00+01:00;Musée Cognacq-Jay;8 rue Elzévir;75003;Paris;48.858122,2.361631;0;1;1;1 : Saint-Paul (367m);Musée Cognacq-Jay;140270721;EPPM-cognacqjay.documentation@paris.fr;libre;;;;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/d4cd2c7ee62b9f9cf985e5b82f5ec6cd;https://quefaire-api.paris.fr/images/64595;
https://quefaire.paris.fr/116615/hippocampes;Hippocampes;Mystérieux et emblématique, l’hippocampe fascine toutes les civilisations depuis l’antiquité. Sa forme étrange, à tête de cheval, yeux de caméléon, poche de kangourou et queue de singe est facilement reconnaissable par les enfants et les adultes. Mais qui se cache derrière ce cheval des mers ?;Sciences;2021-06-01T10:00:00+02:00;2021-09-05T19:00:00+02:00;Palais de la Porte Dorée - Musée de l'histoire de l'immigration / Aquarium tropical;293 avenue Daumesnil;75012;Paris;48.834743,2.408966;0;0;0;8 : Porte Dorée (229m);Palais de la Porte Dorée;;publics@palais-portedoree.fr;reservation;https://palaisportedoree.tickeasy.com/fr-FR/produits?famille=1934359329230400031;;;Payant;8€ plein tarif;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/23bf17908853578c99b44241d1c6a6c9;https://cdn.paris.fr/qfap/2021/05/20/79704_YWZmaWNoZV9leHBvX2hpcHBvY2FtcGVzXzIwMjEuanBn.jpg;
https://quefaire.paris.fr/114124/damien-hirst-cerisiers-en-fleurs;Damien Hirst, Cerisiers En Fleurs;En mai 2021, la Fondation Cartier pour l’art contemporain invite l’artiste britannique Damien Hirst à dévoiler sa dernière série de peintures Cherry Blossoms [Cerisiers en Fleurs].;Histoire;2021-07-06T11:00:00+02:00;2022-01-02T20:00:00+01:00;Fondation Cartier pour l'art contemporain;261 boulevard Raspail;75014;Paris;48.837257,2.331349;0;0;0;4, 6 : Raspail (195m);Fondation Cartier pour l'art contemporain;;;libre;;;;Payant;7 - 10,50 €;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/e644aa3d1091fed3920bfdfd38746aae;https://cdn.paris.fr/qfap/2021/01/14/76821_Q2FwdHVyZSBk4oCZZcyBY3JhbiAyMDIxLTAxLTE0IGHMgCAxMS4yMC4zNS5wbmc=.jpg;
https://quefaire.paris.fr/114197/ce-qui-s-oublie-et-ce-qui-reste;Ce Qui S'Oublie Et Ce Qui Reste;Née de la collaboration entre le Musée d’Art Contemporain Africain Al Maaden (MACAAL) de Marrakech et le Musée national de l’histoire de l’immigration à Paris, l’exposition Ce qui s’oublie et ce qui reste explore la notion de transmission à travers les œuvres de dix-huit artistes du continent africain et de ses diasporas.;Art Contemporain;2021-06-01T10:00:00+02:00;2021-08-29T19:00:00+02:00;Palais de la Porte Dorée - Musée de l'histoire de l'immigration / Aquarium tropical;293 avenue Daumesnil;75012;Paris;48.834743,2.408966;0;0;0;8 : Porte Dorée (229m);Palais de la Porte Dorée;;;reservation;https://www.histoire-immigration.fr/pratique/billetterie;;;Payant;8€, 5€ en tarif réduit;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/da9c5e916e3642cef9e81dc889448d3a;https://cdn.paris.fr/qfap/2021/01/15/76906_Q1FTQ1FSLmpwZw==.jpg;
https://quefaire.paris.fr/116133/l-heure-bleue-peder-severin-kroyer;L'Heure Bleue - Peder Severin Krøyer;Le musée Marmottan Monet présente la première exposition monographique jamais consacrée en France à l’un des plus grands maîtres de la peinture danoise Peder Severin Krøyer (1851-1909).;Impressionism;2021-05-19T10:00:00+02:00;2021-09-26T18:00:00+02:00;Musée Marmottan Monet;2 rue Louis Boilly;75016;Paris;48.859169,2.267152;0;0;0;9 : Ranelagh (508m);Musée Marmottan;;;libre;;;;Payant;8,50 - 12 €;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/88cd3cec79db63aec68ad84adc1e9a87;https://cdn.paris.fr/qfap/2021/05/10/79175_MS5wZWRlcl9zZXZlcmluX2tyb3llcl9zb2lyZWVfY2FsbWVfc3VyX2xhX3BhbGdlX2RlX3NrYWdlbl9zb25kZXJzdHJhbmQuanBn.jpg;
https://quefaire.paris.fr/121869/exposition-reves-eveilles-hao-shuo;Exposition « Rêves Éveillés » — Hao Shuo;« Rêves éveillés » est une exposition solo de l’artiste HAO Shuo, qui incite le public à réfléchir sur la relation entre toutes choses à travers l’exploration de la relation entre les rêves et la réalité. Les types d’œuvres impliquent des peintures et des sculptures.;Art Contemporain;2021-08-31T14:00:00+02:00;2021-09-05T20:00:00+02:00;La Galerie du Génie de la Bastille;126, Rue de Charonne;75011;Paris1ème arrondissement;48.8550200168,2.38693996444;1;0;1;9 : Charonne (125m);Le Génie de la Bastille;626572836;coordinateurgeniebastille@gmail.com;libre;;626572836;coordinateurgeniebastille@gmail.com;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/bfbbe55a4a40277b0303357067d2fd9f;https://cdn.paris.fr/qfap/2021/08/13/83893_YWZmaWNoZS1IYW8tU2h1by0yMDIxLmpwZw==.jpg;
